,Config,Scheduler,Iteration,total time,cpu time,write to cpu ratio,task scheduler delay,peak JVM,total shuffle read,total shuffle write,average response time,average response time (worst10%),average response time (worst80),average response time (worst95),average response time (worst100),average proportional slowdown,average proportional slowdown (worst10%),loop100_ average response time,loop100_ average response time (worst 10%),loop100_ average proportional slowdown,loop100_ average proportional slowdown (worst 10%),loop100_ average response time (worst 1%),loop100_ average proportional slowdown (worst 1%),loop1000_ average response time,loop1000_ average response time (worst 10%),loop1000_ average proportional slowdown,loop1000_ average proportional slowdown (worst 10%),loop1000_ average response time (worst 1%),loop1000_ average proportional slowdown (worst 1%),user1_big_ average response time,user1_big_ average proportional slowdown (worst 10%),user1_big_ average response time (worst 10%),user1_big_ average proportional slowdown,user2_big_ average response time,user2_big_ average proportional slowdown (worst 10%),user2_big_ average response time (worst 10%),user2_big_ average proportional slowdown,user3_small_ average response time,user3_small_ average proportional slowdown (worst 10%),user3_small_ average response time (worst 10%),user3_small_ average proportional slowdown,user4_small_ average response time,user4_small_ average proportional slowdown (worst 10%),user4_small_ average response time (worst 10%),user4_small_ average proportional slowdown,loop20_ DVR,loop20_ violation count,loop20_ DSR,loop20_ slack count,loop100_ DVR,loop100_ violation count,loop100_ DSR,loop100_ slack count,loop1000_ DVR,loop1000_ violation count,loop1000_ DSR,loop1000_ slack count,user1_big_ DVR,user1_big_ violation count,user1_big_ DSR,user1_big_ slack count,user2_big_ DVR,user2_big_ violation count,user2_big_ DSR,user2_big_ slack count,user3_small_ DVR,user3_small_ violation count,user3_small_ DSR,user3_small_ slack count,user4_small_ DVR,user4_small_ violation count,user4_small_ DSR,user4_small_ slack count,best user DVR,worst user DVR ,best user DSR,worst user DSR,Total DVR,Total violations,Total DSR,Total gains
7,2_large_2_small_users,CUSTOM_FAIR_PARTITIONER,1.0,38.05533321698507,0.0,0.0,0.0,0.6060847413333333,0.000169212,0.000169212,7.066916660467783,12.68333331743876,6.16670832534631,9.469888899061415,14.261333306630453,1.9090326296189417,3.66198141847096,5.804583337571885,8.659333388010662,2.6318673033651714,3.926245018368016,8.659333388010662,3.926245018368016,8.96041664481163,14.261333306630453,0.8247806189995976,1.3127147741743788,14.261333306630453,1.3127147741743788,8.473749995231628,1.0222140397871013,11.10533332824707,0.779984351549303,9.447083294391632,1.3127147741743788,14.261333306630453,0.8695768864498925,5.626555562019348,2.726063619870353,6.0123333136240635,2.5511473869958503,5.982611113124424,3.926245018368016,8.659333388010662,2.7125872197344925,,0.0,,0.0,,3.666666666666667,-0.04377204915718849,8.333333333333334,,6.0,-0.03833028103082623,14.0,,7.333333333333334,-0.03701880598938612,16.666666666666668,,8.333333333333332,-0.03608582110104956,19.666666666666668,,9.333333333333334,-0.039949903688257044,24.666666666666668,,12.0,-0.03833028103082623,28.0,,,-0.03608582110104956,-0.039949903688257044,,12.0,-0.03833028103082623,28.0
8,2_large_2_small_users,CUSTOM_RANDOM_PARTITIONER,1.0,40.581000010172524,0.0,0.0,0.0,0.5857366826666667,0.000169212,0.000169212,8.993699979782104,20.87766663233439,6.5257708082596455,17.825111124250622,21.986333290735878,2.8582928139955923,8.04292297161491,9.364722198910183,19.44766664505005,4.246076716803529,8.817803965109974,19.44766664505005,8.817803965109974,8.437166651089987,19.27233338356018,0.7766169597836878,1.7739629403129769,19.27233338356018,1.7739629403129769,9.872833331425985,1.6522766344677189,17.9503333568573,0.9087659546599764,7.001499970753988,1.0741286173601858,11.669333299001057,0.6444679649073994,8.931833320193821,8.591853706580679,18.94933334986369,4.049799737108964,9.797611077626545,7.489306995371955,16.517666578292847,4.442353696498093,,0.0,,0.0,1.0902215568280127,8.666666666666666,-0.41783405933028284,3.333333333333333,1.0181743377466286,13.333333333333334,-0.7346781421665006,6.666666666666666,0.9909130514822426,17.333333333333332,-0.7346781421665006,6.666666666666666,0.9769533722779475,18.0,-0.8181303967141857,10.0,1.0004345577130367,22.0,-0.7553407367314391,12.0,1.0181743377466284,26.666666666666668,-0.7346781421665006,13.333333333333332,0.9562576656643005,1.0554928486076602,-0.7307567043245657,-0.8220518345561205,1.0181743377466284,26.666666666666668,-0.7346781421665006,13.333333333333332
9,2_large_2_small_users,TRUE_FIFO_PARTITIONER,1.0,38.758666594823204,0.0,0.0,0.0,0.5972425920000001,0.000169212,0.000169212,8.524416653315225,11.651333332061768,7.85016665359338,10.95355553097195,12.025000015894571,2.639539591003404,5.282853471803113,8.55502775642607,12.025000015894571,3.878951601190691,5.452278402128575,12.025000015894571,5.452278402128575,8.478499998648962,10.817333300908407,0.7804215757224742,0.9957044643693305,10.817333300908407,0.9957044643693305,8.006083349386852,0.9466740405612208,10.284666776657104,0.7369369798772875,8.950916647911072,0.9955817291300029,10.81599990526835,0.8239061715676612,7.244666642612881,4.881281633996138,10.765666643778484,3.2848182464805626,9.865388870239258,5.452278402128575,12.025000015894571,4.473084955900819,,0.0,,0.0,0.7220781842651379,10.333333333333332,-0.0435310771257457,1.6666666666666665,0.7220781842651379,10.333333333333332,-0.32134612508579297,9.666666666666666,0.7220781842651379,10.333333333333332,-0.3591628362488434,13.666666666666664,0.7220781842651379,10.333333333333332,-0.346075278211618,17.666666666666668,0.6065049346296117,15.0,-0.3254774942700657,19.0,0.7220781842651379,20.666666666666664,-0.32134612508579297,19.333333333333332,0.6065049346296117,0.7220781842651379,-0.32134612508579297,-0.3591628362488434,0.7220781842651379,20.666666666666664,-0.32134612508579297,19.333333333333332
10,2_large_2_small_users,CUSTOM_CLUSTERFAIR_PARTITIONER,1.0,37.92533326148987,0.0,0.0,0.0,0.6182865893333334,0.000169212,0.000169212,5.222416667143504,12.187833309173584,3.9444166719913483,8.895111083984375,14.652333339055378,1.0657219242721256,1.5566386865180408,2.6981666617923312,3.6866666475931797,1.2233809393753483,1.6715786205364678,3.6866666475931797,1.6715786205364678,9.008791675170263,14.652333339055378,0.8292334016172922,1.3487052042576748,14.652333339055378,1.3487052042576748,8.603250006834665,0.8950049042057979,9.723333279291788,0.7919044557101127,9.41433334350586,1.3487052042576748,14.652333339055378,0.8665623475244715,2.6152777671813965,1.4126804025771529,3.115666627883911,1.1857981261307622,2.781055556403266,1.64709438553727,3.6326666673024492,1.2609637526199347,,0.0,,0.0,0.06961363643858924,1.0,-0.5521888856492057,11.0,0.057034918214557306,4.0,-0.41446573897227246,16.0,0.06395843806479479,5.0,-0.3712466553910551,19.0,0.055237958468267026,7.0,-0.342325043093879,21.0,0.055237958468267026,7.0,-0.3889672454121491,27.0,0.057034918214557306,8.0,-0.41446573897227257,32.0,0.05378601666436396,0.06395843806479479,-0.342325043093879,-0.41446573897227257,0.057034918214557306,8.0,-0.41446573897227257,32.0
11,2_large_2_small_users,CUSTOM_USERCLUSTERFAIR_PARTITIONER,1.0,38.56500005722046,0.0,0.0,0.0,0.6278866693333334,0.000169212,0.000169212,5.3576166709264115,11.280499935150146,4.132270842790604,9.35866665840149,12.959999958674114,1.106244746427213,1.610896993294186,2.8276666866408453,3.615666627883911,1.2820977948949648,1.639386364943963,3.615666627883911,1.639386364943963,9.152541647354761,12.959999958674114,0.8424651737255855,1.1929307767557171,12.959999958674114,1.1929307767557171,8.734249949455261,0.864475936238884,9.391666571299236,0.8039626242134813,9.570833345254263,1.1929307767557171,12.959999958674114,0.8809677232376898,2.7860000001059637,1.5647245410131343,3.4509999752044678,1.2632056223559118,2.869333373175727,1.623516944695571,3.580666621526082,1.3009899674340182,,0.0,,0.0,0.06149460738830174,1.0,-0.5147386787487409,11.0,0.10303221930860612,2.333333333333333,-0.3677031156142908,17.666666666666668,0.12065684215943084,3.333333333333333,-0.33999905326269964,20.666666666666668,0.11476600177379538,3.666666666666667,-0.3011716058609638,24.333333333333336,0.11476600177379538,3.666666666666667,-0.3444796665920296,30.333333333333336,0.10303221930860612,4.666666666666666,-0.3677031156142908,35.333333333333336,0.10303221930860612,0.12065684215943084,-0.3011716058609638,-0.3677031156142908,0.10303221930860612,4.666666666666666,-0.3677031156142908,35.333333333333336
